,bm
2013-04-19,0.029711385
2013-04-22,-0.000900622
2013-04-23,-0.0054154469999999994
2013-04-24,0.008166253
2013-04-25,0.001800276
2013-04-26,0.003594082
2013-04-29,-0.000894171
2013-04-30,0.010750983
2013-05-02,0.002660838
2013-05-03,0.00176844
2013-05-06,0.004412178
2013-05-07,0.003515126
2013-05-08,0.013134442
2013-05-09,0.006051546
2013-05-10,-0.005154908
2013-05-13,-0.002591901
2013-05-14,0.002598637
2013-05-15,0.000862511
2013-05-16,0.012941791999999999
2013-05-17,-0.005111008
2013-05-20,-0.0017102570000000002
2013-05-21,0.0
2013-05-22,-0.000858762
2013-05-23,-0.021459283
2013-05-24,-0.00263061
2013-05-27,0.008793311
2013-05-28,-0.003487547
2013-05-29,0.008749381
2013-05-30,-0.012140696999999999
2013-05-31,0.0
2013-06-03,-0.004391155
2013-06-04,-0.0017637629999999998
2013-06-05,0.0
2013-06-06,-0.01236592
2013-06-07,0.002682372
2013-06-10,0.008027844000000001
2013-06-11,-0.002653891
2013-06-13,-0.02395755
2013-06-14,-0.0036365559999999996
2013-06-17,0.006386047
2013-06-18,0.004534482
2013-06-19,-0.001805149
2013-06-20,-0.018987197
2013-06-21,-0.01198336
2013-06-24,-0.003729187
2013-06-25,-0.007491027
2013-06-26,0.013205855
2013-06-27,0.012106116
2013-06-28,0.013799007
2013-07-01,0.009074889000000001
2013-07-02,-0.001798655
2013-07-03,-0.011713464
2013-07-04,0.001823253
2013-07-05,0.020019281
2013-07-08,-0.018733139
2013-07-09,0.011817656999999999
2013-07-10,0.002696698
2013-07-11,0.025088647000000002
2013-07-12,0.002621412
2013-07-15,0.002616762
2013-07-16,0.0
2013-07-17,0.0017392220000000001
2013-07-18,-0.00694481
2013-07-19,-0.021853201000000003
2013-07-22,0.00357481
2013-07-23,0.016029343
2013-07-24,-0.002630518
2013-07-25,0.001757563
2013-07-26,-0.001754479
2013-07-29,-0.007030252
2013-07-30,0.007966148000000001
2013-07-31,-0.006147173000000001
